Name	Note	Gender	Adjective	Clan	Wing	Blood Potency	Humanity	Current Age	Sexual Orientation	Striking Looks	Vice	Virtue	Area of Influence	Bloodline	Gender	Title	Siring Year	Secrets	Flaws	Arrival	Sire	Status	Location	Derangements	Apparent Age	Childer	Status (Clan)	Status (Covenant)	Status (City)	Favors	Player	
Placeholder		Male	Deserving	Nosferatu	Cult of Augurs	3	2	100	Gay	Normal	Pride	Temperance	Money		Male									Irrationality	60							
Placeholder		Female	Wet	Nosferatu	Peregrine Collegia	3	5	50	Bisexual	Normal	Greed	Hope	Trade		Female									No derangement	64							
Placeholder		Female	Kindly	Mekhet	Legio Mortuum	1	5	75	Straight	Normal	Sloth	Temperance	Senex		Female									No derangement	36							
Placeholder		Male	Aqua	Ventrue	Peregrine Collegia	2	5	50	Straight	Normal	Sloth	Hope	Trade		Male									Inferiority Complex	35							
Placeholder		Female	Grateful	Gangrel	Peregrine Collegia	3	5	75	Bisexual	Normal	Lust	Hope	Crime		Female									No derangement	58							
Placeholder		Female	Elegant	Ventrue	Cult of Augurs	2	4	50	Straight	Normal	Pride	Hope	Neonates		Female									No derangement	35							
Placeholder		Male	Good Mannered	Mekhet	Peregrine Collegia	5	4	75	Straight	Striking Looks 4	Sloth	Justice	Mercenary Work		Male									Phobia	28							
Placeholder		Male	Sorrowful	Daeva	Cult of Augurs	2	4	75	Straight	Normal	Pride	Fortitude	Political And Financial Broker		Male									No derangement	18							
Placeholder		Male	Sombre	Gangrel	Senex	2	4	75	Bisexual	Normal	Sloth	Prudence	Tax Collectors		Male									No derangement	31							
Placeholder		Male	Normal	Julii	Legio Mortuum	3	2	100	Bisexual	Normal	Greed	Justice	Cult Of Augurs		Male									No derangement	36							
Placeholder		Male	Precious	Daeva	Senex	3	5	75	Gay	Striking Looks 2	Greed	Charity	Information		Male									Inferiority Complex	10							
Placeholder		Female	Mundane	Nosferatu	Cult of Augurs	2	6	50	Bisexual	Normal	Lust	Faith	Crime		Female									No derangement	49							
Placeholder		Male	Enlightened	Daeva	Cult of Augurs	5	4	75	Straight	Normal	Envy	Hope	Soldier Training		Male									No derangement	34							
Placeholder		Female	Numberless	Mekhet	Senex	2	5	75	Straight	Normal	Lust	Faith	Peregrine Collegia		Female									No derangement	54							
Placeholder		Male	Hypnotic	Daeva	Senex	1	5	100	Straight	Normal	Wrath	Prudence	Vigor Trainer		Male									Depression	26							
Placeholder		Female	Dysfunctional	Mekhet	Peregrine Collegia	5	4	75	Straight	Striking Looks 2	Gluttony	Prudence	Frontline Soldier		Female									No derangement	34							
Placeholder		Female	Billowy	Daeva	Cult of Augurs	2	6	100	Straight	Striking Looks 2	Greed	Temperance	Information		Female									No derangement	37							
Placeholder		Male	Doubtful	Daeva	Legio Mortuum	3	5	75	Bisexual	Striking Looks 2	Gluttony	Prudence	Tax Collectors		Male									Phobia	13							
Placeholder		Male	Volatile	Gangrel	Legio Mortuum	1	3	100	Straight	Normal	Sloth	Fortitude	Patricians		Male									Irrationality	58							
Placeholder		Female	Barbarous	Julii	Senex	3	4	100	Straight	Normal	Sloth	Temperance	Warfare Training		Female									No derangement	26							
Placeholder		Female	Magenta	Daeva	Cult of Augurs	1	4	75	Straight	Striking Looks 2	Pride	Hope	Vigor Trainer		Female									Narcissism	17							
Placeholder		Female	Multiple	Julii	Peregrine Collegia	2	4	75	Straight	Normal	Envy	Justice	Curios		Female									No derangement	21							
Placeholder		Male	Silky	Daeva	Senex	7	7	75	Straight	Striking Looks 2	Greed	Faith	Auguries		Male									No derangement	52							
Placeholder		Male	Grotesque	Daeva	Senex	1	4	75	Gay	Striking Looks 2	Lust	Justice	Legio Mortuum		Male									Fixation	46							
Placeholder		Male	Puffy	Mekhet	Senex	2	4	75	Straight	Normal	Lust	Temperance	Frontline Soldier		Male									Narcissism	22							
Placeholder		Male	Circular	Mekhet	Legio Mortuum	4	6	150	Straight	Normal	Envy	Hope	Senex		Male									No derangement	33							
Placeholder		Female	Supreme	Mekhet	Cult of Augurs	2	4	75	Bisexual	Normal	Lust	Faith	Mercenary Work		Female									Paranoia	29							
Placeholder		Female	Nostalgic	Daeva	Legio Mortuum	2	5	75	Straight	Normal	Pride	Charity	Vigor Trainer		Female									Irrationality	21							
Placeholder		Male	Tranquil	Gangrel	Legio Mortuum	3	3	50	Straight	Normal	Envy	Prudence	Warfare Training		Male									No derangement	65							
Placeholder		Male	Various	Daeva	Legio Mortuum	3	4	50	Straight	Normal	Gluttony	Prudence	Auspex		Male									No derangement	27							
Placeholder		Female	Alluring	Nosferatu	Legio Mortuum	1	2	100	Straight	Normal	Sloth	Fortitude	Artists		Female									Fixation	22							
Placeholder		Female	Near	Gangrel	Cult of Augurs	2	4	100	Gay	Normal	Envy	Prudence	Soldier Training		Female									Avoidance	25							
Placeholder		Male	Restrained	Ventrue	Legio Mortuum	2	6	50	Straight	Normal	Sloth	Fortitude	Peregrine Collegia		Male									No derangement	25							
Placeholder		Male	Ceaseless	Daeva	Peregrine Collegia	2	3	500	Straight	Normal	Greed	Justice	Information		Male									No derangement	22							
Placeholder		Female	Motionless	Mekhet	Peregrine Collegia	2	6	50	Gay	Normal	Sloth	Prudence	Entertainment		Female									No derangement	34							
Placeholder		Male	Royal	Ventrue	Senex	3	4	500	Straight	Normal	Pride	Justice	Construction		Male									Paranoia	26							
Placeholder		Male	Sticky	Ventrue	Peregrine Collegia	2	6	50	Straight	Normal	Greed	Fortitude	Investigation		Male									Vocalization	63							
Placeholder		Female	Materialistic	Ventrue	Peregrine Collegia	3	4	50	Straight	Striking Looks 2	Sloth	Faith	Soldier Training		Female									Vocalization	18							
Placeholder		Female	Discreet	Mekhet	Senex	2	3	50	Straight	Normal	Lust	Justice	Curios		Female									No derangement	21							
Placeholder		Female	Godly	Gangrel	Legio Mortuum	3	4	350	Straight	Normal	Lust	Justice	Political And Financial Broker		Female									No derangement	34							
Placeholder		Female	Acidic	Daeva	Cult of Augurs	3	4	75	Straight	Striking Looks 2	Lust	Prudence	Information		Female									No derangement	17							
Placeholder		Male	Lackadaisical	Gangrel	Peregrine Collegia	2	5	75	Straight	Normal	Lust	Charity	Lore		Male									Vocalization	22							
Placeholder		Female	Dirty	Daeva	Senex	4	5	75	Straight	Normal	Greed	Prudence	Peregrine Collegia		Female									No derangement	34							
Placeholder		Male	Grand	Mekhet	Senex	1	6	100	Straight	Normal	Gluttony	Prudence	Tax Collectors		Male									Fixation	43							
Placeholder		Male	Rigid	Nosferatu	Legio Mortuum	2	4	75	Straight	Normal	Gluttony	Faith	Mercenary Work		Male									No derangement	28							
Placeholder		Male	Ugly	Julii	Legio Mortuum	4	4	100	Bisexual	Normal	Sloth	Fortitude	Exotic Imports And Slaves		Male									No derangement	32							
Placeholder		Male	K	Julii	Legio Mortuum	1	3	150	Straight	Striking Looks 2	Greed	Fortitude	Trade		Male									No derangement	31							
Placeholder		Male	Descriptive	Ventrue	Cult of Augurs	2	4	50	Straight	Normal	Envy	Charity	Kine		Male									Vocalization	36							
Placeholder		Female	Alluring	Daeva	Senex	2	6	250	Gay	Striking Looks 2	Envy	Justice	Artists		Female									No derangement	35							
Placeholder		Male	Productive	Daeva	Legio Mortuum	3	2	75	Straight	Striking Looks 2	Lust	Justice	Exotic Imports And Slaves		Male									Melancholia	22							
Placeholder		Male	Wild	Mekhet	Senex	1	3	75	Bisexual	Normal	Pride	Prudence	Construction		Male									No derangement	34							
Placeholder		Male	Longing	Julii	Legio Mortuum	3	3	75	Straight	Striking Looks 2	Sloth	Faith	Artists		Male									Inferiority Complex	37							
Placeholder		Male	Five	Mekhet	Legio Mortuum	2	3	75	Straight	Normal	Wrath	Justice	Entertainment		Male									Melancholia	31							
Placeholder		Female	Charming	Julii	Senex	2	3	100	Gay	Striking Looks 2	Envy	Justice	Patricians		Female									No derangement	23							
Placeholder		Female	Open	Gangrel	Peregrine Collegia	2	5	100	Bisexual	Normal	Envy	Prudence	Blood		Female									No derangement	28							
Placeholder		Male	Ten	Mekhet	Senex	6	4	75	Straight	Normal	Gluttony	Hope	Tax Collectors		Male									Vocalization	25							
Placeholder		Female	Slimy	Gangrel	Senex	3	1	350	Straight	Normal	Wrath	Prudence	Peregrine Collegia		Female									No derangement	31							
Placeholder		Male	Energetic	Julii	Senex	2	4	50	Bisexual	Normal	Sloth	Faith	Exotic Imports And Slaves		Male									Avoidance	30							
Placeholder		Male	Madly	Daeva	Peregrine Collegia	3	3	75	Bisexual	Normal	Envy	Hope	Artists		Male									Schizophrenia	19							
Placeholder		Female	Callous	Daeva	Peregrine Collegia	3	4	75	Straight	Striking Looks 2	Lust	Justice	Legio Mortuum		Female									No derangement	24							
Placeholder		Female	Restrained	Ventrue	Senex	2	4	75	Straight	Normal	Greed	Hope	Artists		Female									Avoidance	22							
Placeholder		Male	Scrawny	Julii	Senex	1	6	50	Straight	Normal	Pride	Prudence	Warfare Training		Male									Hysteria	58							
Placeholder		Male	Wide-eyed	Daeva	Legio Mortuum	1	4	50	Straight	Striking Looks 2	Sloth	Hope	Vigor Trainer		Male									No derangement	25							
Placeholder		Female	Big	Nosferatu	Cult of Augurs	2	4	250	Straight	Normal	Greed	Hope	Auguries		Female									No derangement	25							
Placeholder		Female	Deranged	Daeva	Senex	1	5	75	Straight	Normal	Envy	Faith	Artists		Female									No derangement	42							
Placeholder		Female	Clumsy	Nosferatu	Cult of Augurs	2	6	75	Straight	Normal	Sloth	Temperance	Investigation		Female									No derangement	46							
Placeholder		Female	Modern	Nosferatu	Cult of Augurs	2	3	100	Gay	Normal	Wrath	Hope	Frontline Soldier		Female									No derangement	61							
Placeholder		Male	Mellow	Nosferatu	Senex	2	6	75	Straight	Normal	Wrath	Faith	Entertainment		Male									No derangement	47							
Placeholder		Male	Sophisticated	Mekhet	Cult of Augurs	3	4	100	Straight	Normal	Envy	Charity	Legio Mortuum		Male									Inferiority Complex	54							
Placeholder		Male	Judicious	Julii	Legio Mortuum	3	4	150	Straight	Normal	Gluttony	Temperance	Entertainment		Male									Depression	14							
Placeholder		Male	Cooing	Daeva	Peregrine Collegia	1	6	75	Gay	Normal	Pride	Fortitude	Auguries		Male									Fugue	79							
Placeholder		Female	Absorbing	Ventrue	Senex	1	4	100	Straight	Normal	Greed	Prudence	Money		Female									No derangement	59							
Placeholder		Male	Ablaze	Gangrel	Cult of Augurs	1	6	75	Straight	Normal	Envy	Fortitude	Exotic Imports And Slaves		Male									Irrationality	69							
Placeholder		Female	Pathetic	Ventrue	Peregrine Collegia	1	4	800	Straight	Normal	Envy	Justice	Money		Female									No derangement	25							
Placeholder		Male	Satisfying	Daeva	Peregrine Collegia	2	4	75	Bisexual	Normal	Lust	Prudence	Auguries		Male									No derangement	21							
Placeholder		Male	Open-minded	Gangrel	Peregrine Collegia	1	4	75	Straight	Normal	Greed	Justice	Trade		Male									No derangement	73							
Placeholder		Male	Clearheaded	Ventrue	Peregrine Collegia	2	2	100	Bisexual	Normal	Gluttony	Hope	Vigor Trainer		Male									Phobia	18							
Placeholder		Female	Majestic	Daeva	Senex	1	2	75	Straight	Normal	Lust	Justice	Mercenary Work		Female									No derangement	26							
Placeholder		Male	Panoramic	Ventrue	Cult of Augurs	6	4	75	Straight	Striking Looks 2	Lust	Hope	Lore		Male									Narcissism	12							
Placeholder		Male	Fanatical	Daeva	Peregrine Collegia	3	5	100	Gay	Normal	Lust	Temperance	Honorius		Male									Narcissism	48							
Placeholder		Male	Sagacious	Gangrel	Legio Mortuum	2	6	50	Bisexual	Normal	Envy	Faith	Peregrine Collegia		Male									Fixation	11							
Placeholder		Male	Crazy	Gangrel	Senex	2	5	50	Straight	Normal	Sloth	Hope	Exotic Imports And Slaves		Male									No derangement	30							
Placeholder		Male	Absent	Mekhet	Senex	3	1	100	Gay	Normal	Gluttony	Prudence	Nosferatu		Male									No derangement	33							
Placeholder		Male	Affirmative	Julii	Peregrine Collegia	4	5	75	Bisexual	Striking Looks 4	Envy	Charity	Peregrine Collegia		Male									Phobia	37							
Placeholder		Female	Super	Daeva	Legio Mortuum	1	2	100	Straight	Normal	Gluttony	Temperance	Exotic Imports And Slaves		Female									Inferiority Complex	20							
Placeholder		Male	Nifty	Gangrel	Cult of Augurs	2	4	50	Gay	Normal	Sloth	Charity	Exotic Imports And Slaves		Male									Depression	36							
Placeholder		Male	Elite	Mekhet	Cult of Augurs	2	4	150	Gay	Normal	Lust	Temperance	Crime		Male									No derangement	19							
Placeholder		Male	First	Daeva	Legio Mortuum	1	3	50	Straight	Normal	Gluttony	Faith	Vigor Trainer		Male									No derangement	33							
Placeholder		Male	Special	Ventrue	Legio Mortuum	5	6	50	Gay	Striking Looks 2	Pride	Charity	Trade		Male									Suspicion	25							
Placeholder		Female	F	Gangrel	Cult of Augurs	4	2	100	Straight	Normal	Sloth	Fortitude	Cult Of Augurs		Female									No derangement	33							
Placeholder		Female	Fallacious	Daeva	Senex	8	5	75	Straight	Striking Looks 2	Envy	Prudence	Legio Mortuum		Female									No derangement	33							
Placeholder		Female	Modern	Daeva	Cult of Augurs	4	1	75	Straight	Striking Looks 2	Gluttony	Fortitude	Ghouls		Female									Avoidance	65							
Placeholder		Male	Privileged	Daeva	Legio Mortuum	4	4	100	Straight	Striking Looks 2	Pride	Fortitude	Political And Financial Broker		Male									No derangement	34							
Placeholder		Male	Disgusting	Nosferatu	Senex	2	3	50	Straight	Normal	Gluttony	Hope	Merchants		Male									Megalomania	45							
Placeholder		Female	Expensive	Daeva	Senex	3	6	75	Straight	Striking Looks 2	Greed	Justice	Nosferatu		Female									Narcissism	29							
Placeholder		Male	Vigorous	Daeva	Peregrine Collegia	3	4	100	Straight	Normal	Greed	Temperance	Vigor Trainer		Male									Avoidance	29							
Placeholder		Male	Painful	Mekhet	Senex	3	6	350	Straight	Normal	Wrath	Prudence	Patricians		Male									No derangement	41							
Placeholder		Female	Nosy	Daeva	Cult of Augurs	7	6	100	Straight	Striking Looks 2	Greed	Fortitude	Construction		Female									No derangement	44							
Placeholder		Male	Cozy	Gangrel	Legio Mortuum	3	6	50	Straight	Normal	Sloth	Fortitude	Soldier Training		Male									No derangement	66							
Placeholder		Male	Laudable	Gangrel	Senex	2	5	100	Straight	Striking Looks 4	Greed	Temperance	Trade		Male									No derangement	28							
Placeholder		Female	Thundering	Nosferatu	Legio Mortuum	2	4	75	Straight	Striking Looks 4	Pride	Charity	Neonates		Female									No derangement	38							
Placeholder		Male	Fascinated	Daeva	Legio Mortuum	2	5	50	Straight	Normal	Lust	Charity	Trade		Male									Phobia	27							
Placeholder		Male	Scientific	Daeva	Senex	2	2	75	Straight	Striking Looks 4	Lust	Faith	Human Religions		Male									No derangement	37							
Placeholder		Male	Big-hearted	Daeva	Senex	6	6	350	Straight	Striking Looks 2	Lust	Faith	Curios		Male									No derangement	53							
Placeholder		Female	Needy	Daeva	Legio Mortuum	6	5	150	Gay	Normal	Sloth	Prudence	Vigor Trainer		Female									Avoidance	27							
Placeholder		Male	Aboriginal	Ventrue	Legio Mortuum	2	6	100	Bisexual	Normal	Sloth	Hope	Information		Male									No derangement	16							
Placeholder		Female	Cut	Daeva	Legio Mortuum	3	2	100	Straight	Normal	Pride	Faith	Tax Collectors		Female									Vocalization	47							
Placeholder		Male	Nutty	Ventrue	Senex	2	6	150	Straight	Normal	Wrath	Fortitude	Honorius		Male									No derangement	30							
Placeholder		Female	Able	Gangrel	Cult of Augurs	8	3	75	Straight	Striking Looks 2	Gluttony	Justice	Neonates		Female									No derangement	47							
Placeholder		Female	Depressed	Daeva	Cult of Augurs	2	4	250	Bisexual	Striking Looks 2	Wrath	Prudence	Crime		Female									Depression	48							
Placeholder		Male	Concise	Julii	Senex	1	4	100	Bisexual	Normal	Lust	Charity	Lore		Male									No derangement	36							
Placeholder		Male	Ultra	Mekhet	Cult of Augurs	1	5	100	Straight	Normal	Pride	Hope	Kine		Male									No derangement	38							
Placeholder		Female	Chemical	Gangrel	Legio Mortuum	2	2	50	Bisexual	Normal	Envy	Hope	Merchants		Female									No derangement	33							
Placeholder		Female	Solid	Daeva	Senex	6	5	150	Straight	Normal	Gluttony	Hope	Information		Female									No derangement	20							
Placeholder		Female	Invincible	Julii	Peregrine Collegia	2	5	150	Straight	Normal	Lust	Charity	Investigation		Female									Suspicion	26							
Placeholder		Male	Stiff	Ventrue	Peregrine Collegia	2	4	75	Straight	Normal	Pride	Justice	Curios		Male									Vocalization	76							
Placeholder		Female	Gifted	Gangrel	Peregrine Collegia	2	3	50	Gay	Normal	Pride	Hope	Trade		Female									No derangement	24							
Placeholder		Male	Wiggly	Nosferatu	Cult of Augurs	1	2	50	Straight	Normal	Wrath	Faith	Construction		Male									No derangement	39							
Placeholder		Female	Voiceless	Julii	Cult of Augurs	2	4	75	Straight	Normal	Envy	Hope	Merchants		Female									No derangement	31							
Placeholder		Male	Nauseating	Daeva	Legio Mortuum	2	3	75	Bisexual	Normal	Lust	Charity	Tax Collectors		Male									Irrationality	53							
Placeholder		Male	Bold	Daeva	Senex	4	4	75	Bisexual	Striking Looks 2	Wrath	Charity	Artists		Male									No derangement	36							
Placeholder		Female	Empty	Ventrue	Senex	2	3	250	Bisexual	Normal	Wrath	Charity	Merchants		Female									Fixation	43							
Placeholder		Male	Poor	Ventrue	Senex	3	7	75	Bisexual	Normal	Gluttony	Faith	Construction		Male									Irrationality	43							
Placeholder		Female	Probable	Ventrue	Peregrine Collegia	3	5	500	Straight	Normal	Envy	Faith	Property		Female									Narcissism	24							
Placeholder		Female	Decisive	Daeva	Cult of Augurs	4	4	50	Straight	Striking Looks 2	Lust	Prudence	Camarilla		Female									No derangement	30							
Placeholder		Female	Lazy	Nosferatu	Senex	1	2	75	Straight	Normal	Sloth	Fortitude	Lore		Female									Avoidance	43							
Placeholder		Female	Modern	Mekhet	Legio Mortuum	2	3	250	Gay	Normal	Sloth	Charity	Money		Female									Vocalization	33							
Placeholder		Male	Intuitive	Mekhet	Peregrine Collegia	2	8	75	Gay	Striking Looks 4	Sloth	Charity	Curios		Male									No derangement	19							
Placeholder		Male	Content	Daeva	Peregrine Collegia	1	4	75	Straight	Normal	Lust	Charity	Blood		Male									No derangement	35							
Placeholder		Female	Truculent	Ventrue	Senex	2	3	75	Straight	Normal	Sloth	Temperance	Lore		Female									No derangement	50							
Placeholder		Male	Ludicrous	Ventrue	Cult of Augurs	1	4	75	Straight	Normal	Lust	Hope	Artists		Male									Depression	29							
Placeholder		Female	Heroic	Julii	Peregrine Collegia	2	4	100	Bisexual	Normal	Sloth	Charity	Nosferatu		Female									Melancholia	37							
Placeholder		Male	Marvelous	Daeva	Senex	4	2	150	Straight	Striking Looks 2	Sloth	Justice	Auspex		Male									No derangement	38							
Placeholder		Female	Companionable	Nosferatu	Cult of Augurs	3	3	50	Bisexual	Normal	Greed	Faith	Lore		Female									No derangement	13							
Placeholder		Female	Coherent	Nosferatu	Legio Mortuum	2	2	75	Straight	Normal	Lust	Charity	Information		Female									Schizophrenia	27							
Placeholder		Male	Drunk	Gangrel	Senex	2	4	75	Gay	Normal	Envy	Temperance	Tax Collectors		Male									No derangement	35							
Placeholder		Female	Spotted	Daeva	Cult of Augurs	1	6	150	Straight	Striking Looks 2	Pride	Justice	Auguries		Female									No derangement	27							
Placeholder		Male	Bitter	Ventrue	Peregrine Collegia	3	6	100	Straight	Striking Looks 2	Wrath	Prudence	Nosferatu		Male									Avoidance	28							
Placeholder		Female	Thinkable	Julii	Cult of Augurs	2	5	50	Gay	Normal	Sloth	Prudence	Blood		Female									No derangement	25							
Placeholder		Male	Protective	Gangrel	Peregrine Collegia	2	5	75	Straight	Striking Looks 4	Pride	Faith	Peregrine Collegia		Male									No derangement	27							
Placeholder		Female	Awesome	Daeva	Senex	1	4	700	Gay	Normal	Lust	Charity	Patricians		Female									No derangement	28							
Placeholder		Female	Thankful	Daeva	Peregrine Collegia	2	4	75	Gay	Normal	Envy	Faith	Legio Mortuum		Female									No derangement	53							
Placeholder		Male	Glorious	Ventrue	Cult of Augurs	1	5	50	Straight	Striking Looks 2	Sloth	Fortitude	Crime		Male									Paranoia	31							
Placeholder		Female	Meaty	Julii	Peregrine Collegia	8	2	75	Straight	Normal	Lust	Faith	Peregrine Collegia		Female									No derangement	35							
Placeholder		Female	Unusual	Julii	Peregrine Collegia	4	1	75	Bisexual	Normal	Envy	Hope	Frontline Soldier		Female									No derangement	38							
Placeholder		Female	Famous	Daeva	Peregrine Collegia	2	6	75	Straight	Striking Looks 2	Envy	Prudence	Ghouls		Female									No derangement	20							
Placeholder		Male	Athletic	Ventrue	Legio Mortuum	3	4	100	Straight	Normal	Lust	Faith	Artists		Male									Irrationality	24							
Placeholder		Male	Accountable	Daeva	Legio Mortuum	3	6	75	Straight	Striking Looks 2	Pride	Faith	Artists		Male									No derangement	24							
Placeholder		Male	Even-tempered	Gangrel	Senex	1	5	75	Straight	Striking Looks 2	Lust	Hope	Peregrine Collegia		Male									No derangement	47							
Placeholder		Male	Envious	Daeva	Peregrine Collegia	1	6	50	Straight	Striking Looks 2	Lust	Faith	Auguries		Male									Depression	50							
Placeholder		Male	Impossible	Daeva	Cult of Augurs	3	4	75	Straight	Normal	Gluttony	Charity	Exotic Imports And Slaves		Male									Narcissism	58							
Placeholder		Male	Excited	Mekhet	Senex	2	4	75	Gay	Normal	Lust	Faith	Lore		Male									No derangement	53							
Placeholder		Female	Lenient	Julii	Peregrine Collegia	5	5	100	Straight	Normal	Gluttony	Faith	Blood		Female									No derangement	36							
Placeholder		Male	Positive	Julii	Cult of Augurs	5	4	100	Straight	Normal	Lust	Fortitude	Auguries		Male									Fugue	45							
Placeholder		Male	Quarrelsome	Julii	Legio Mortuum	3	5	75	Straight	Normal	Pride	Charity	Tax Collectors		Male									Irrationality	14							
Placeholder		Male	Unnatural	Gangrel	Senex	2	5	100	Straight	Normal	Greed	Faith	Senex		Male									No derangement	60							
Placeholder		Female	Gleaming	Nosferatu	Legio Mortuum	1	3	75	Bisexual	Normal	Pride	Prudence	Property		Female									Avoidance	58							
Placeholder		Male	Gallant	Ventrue	Senex	2	3	150	Straight	Striking Looks 2	Wrath	Temperance	Entertainment		Male									No derangement	23							
Placeholder		Female	Consummate	Daeva	Cult of Augurs	4	5	75	Straight	Normal	Greed	Temperance	Construction		Female									Irrationality	33							
Placeholder		Male	Skinny	Daeva	Legio Mortuum	2	5	100	Bisexual	Normal	Greed	Justice	Frontline Soldier		Male									Avoidance	28							
Placeholder		Male	Noxious	Daeva	Legio Mortuum	8	4	150	Gay	Normal	Gluttony	Faith	Soldier Training		Male									No derangement	41							
Placeholder		Male	Enlightened	Julii	Cult of Augurs	1	4	250	Straight	Striking Looks 2	Greed	Justice	Mercenary Work		Male									Hysteria	6							
Placeholder		Female	Myriad	Daeva	Cult of Augurs	2	5	50	Straight	Striking Looks 2	Greed	Faith	Entertainment		Female									No derangement	70							
Placeholder		Male	Two	Ventrue	Cult of Augurs	2	4	100	Straight	Normal	Envy	Faith	Legio Mortuum		Male									Depression	63							
Placeholder		Male	Ossified	Mekhet	Peregrine Collegia	5	4	50	Straight	Normal	Envy	Prudence	Warfare Training		Male									No derangement	25							
Placeholder		Female	Husky	Mekhet	Senex	1	5	75	Straight	Normal	Wrath	Fortitude	Investigation		Female									No derangement	21							
Placeholder		Female	Spontaneous	Daeva	Cult of Augurs	1	5	250	Straight	Normal	Pride	Hope	Senex		Female									No derangement	47							
Placeholder		Male	Purring	Julii	Peregrine Collegia	1	5	50	Straight	Normal	Lust	Temperance	Investigation		Male									Narcissism	29							
Placeholder		Male	Cooperative	Daeva	Senex	4	4	250	Straight	Normal	Gluttony	Temperance	Artists		Male									Schizophrenia	34							
Placeholder		Male	Paltry	Julii	Peregrine Collegia	3	4	50	Bisexual	Normal	Envy	Hope	Investigation		Male									No derangement	31							
Placeholder		Female	Capable	Gangrel	Legio Mortuum	5	10	50	Straight	Normal	Gluttony	Charity	Vigor Trainer		Female									Avoidance	41							
Placeholder		Male	Pricey	Daeva	Senex	5	4	75	Straight	Normal	Envy	Hope	Lore		Male									Schizophrenia	71							
Placeholder		Male	Succinct	Gangrel	Peregrine Collegia	2	3	50	Bisexual	Normal	Wrath	Fortitude	Camarilla		Male									Schizophrenia	36							
Placeholder		Male	Gold	Ventrue	Senex	3	2	700	Bisexual	Normal	Lust	Justice	Peregrine Collegia		Male									No derangement	8							
Placeholder		Female	Aspiring	Nosferatu	Legio Mortuum	2	5	50	Straight	Normal	Pride	Charity	Exotic Imports And Slaves		Female									Vocalization	28							
Placeholder		Female	Grumpy	Nosferatu	Legio Mortuum	2	4	75	Gay	Normal	Wrath	Temperance	Honorius		Female									No derangement	28							
Placeholder		Male	Robust	Gangrel	Peregrine Collegia	4	5	75	Straight	Normal	Lust	Charity	Patricians		Male									Vocalization	36							
Placeholder		Male	Funny	Mekhet	Legio Mortuum	4	5	75	Straight	Normal	Lust	Justice	Soldier Training		Male									No derangement	53							
Placeholder		Female	Squalid	Mekhet	Senex	1	5	250	Straight	Normal	Gluttony	Justice	Exotic Imports And Slaves		Female									No derangement	28							
Placeholder		Male	Credible	Ventrue	Peregrine Collegia	2	6	75	Straight	Normal	Lust	Charity	Blood		Male									No derangement	32							
Placeholder		Male	Studious	Julii	Peregrine Collegia	3	4	100	Bisexual	Normal	Sloth	Justice	Construction		Male									No derangement	68							
Placeholder		Female	Typical	Julii	Peregrine Collegia	2	4	75	Straight	Striking Looks 4	Lust	Faith	Entertainment		Female									No derangement	19							
Placeholder		Male	Safe	Daeva	Peregrine Collegia	4	5	75	Straight	Striking Looks 2	Wrath	Temperance	Information		Male									No derangement	18							
Placeholder		Male	Rosy	Ventrue	Cult of Augurs	2	4	150	Straight	Normal	Sloth	Fortitude	Artists		Male									No derangement	23							
Placeholder		Male	Three	Ventrue	Peregrine Collegia	1	4	75	Gay	Normal	Envy	Hope	Honorius		Male									No derangement	25							
Placeholder		Male	Soft-spoken	Daeva	Senex	1	5	50	Straight	Striking Looks 2	Greed	Prudence	Ghouls		Male									Inferiority Complex	51							
Placeholder		Male	Tasteful	Daeva	Peregrine Collegia	7	3	50	Straight	Normal	Wrath	Faith	Senex		Male									No derangement	28							
Placeholder		Male	Self-assured	Gangrel	Legio Mortuum	2	4	100	Gay	Normal	Sloth	Justice	Vigor Trainer		Male									No derangement	32							
Placeholder		Female	Ruthless	Ventrue	Senex	1	2	1000	Straight	Normal	Pride	Fortitude	Blood		Female									No derangement	34							
Placeholder		Female	Mean	Julii	Legio Mortuum	5	3	100	Bisexual	Normal	Lust	Temperance	Curios		Female									No derangement	70							
Placeholder		Female	Jolly	Daeva	Cult of Augurs	4	6	100	Straight	Normal	Wrath	Fortitude	Money		Female									Megalomania	71							
Placeholder		Female	Soggy	Ventrue	Cult of Augurs	3	6	75	Straight	Normal	Pride	Faith	Patricians		Female									No derangement	36							
Placeholder		Female	Legal	Daeva	Legio Mortuum	2	6	75	Straight	Striking Looks 2	Pride	Temperance	Neonates		Female									Anxiety	16							
Placeholder		Male	Squealing	Ventrue	Legio Mortuum	3	4	75	Gay	Normal	Pride	Faith	Human Religions		Male									No derangement	54							
Placeholder		Female	Authentic	Nosferatu	Senex	2	4	150	Bisexual	Normal	Greed	Justice	Ghouls		Female									Vocalization	25							
Placeholder		Female	Halting	Julii	Legio Mortuum	2	4	50	Straight	Normal	Gluttony	Temperance	Warfare Training		Female									No derangement	23							
Placeholder		Male	Squeamish	Mekhet	Peregrine Collegia	2	2	75	Straight	Normal	Wrath	Hope	Crime		Male									Phobia	41							
Placeholder		Male	Jittery	Nosferatu	Cult of Augurs	3	2	50	Straight	Normal	Wrath	Justice	Investigation		Male									No derangement	66							
